Designator,Val,Package,Mid X,Mid Y,Rotation,Layer
C2,0.1u,C_0603_1608Metric,215.633,-109.982,0.0,top
U2,ADXL345,LGA-14_3x5mm_P0.8mm_LayoutBorder1x6y,215.392,-113.538,90.0,top
